Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD05484,PET Scanner,7/1/2018,7,RescueTech,Model-550,France,7421.417648,18.2757446,4,4,3,System performance degraded due to overheating; mitigation via system reset. reboot failed critical failure
MD05080,MRI Scanner,4/24/2017,8,MedEquip,Model-400,USA,7927.801593,11.76929601,4,2,3,Routine check completed; overheating observed during diagnostics. critical failure system crash
MD00975,MRI Scanner,10/4/2016,9,RescueTech,Model-500,France,2463.033699,8.975744447,2,2,2,Component recalibration after detecting circuit failure; functionality restored. driver update performance warning
MD02797,X-Ray Machine,3/31/2019,6,ScanPro,Model-650,France,2882.862502,3.934663702,4,2,1,abnormal sound caused operational delay; firmware update initiated. quick fix temporary glitch
MD00742,CT Scanner,4/16/2019,6,RescueTech,Model-300,Japan,6654.434982,6.746858932,1,0,1,Component replacement after detecting software crash; functionality restored. minor issue routine reset
MD00601,MRI Scanner,1/30/2016,9,MedEquip,Model-100,France,1774.119127,5.441133811,5,3,1,System performance degraded due to data lag; mitigation via firmware update. software reset quick fix
MD03409,Infusion Pump,12/24/2018,7,MedEquip,Model-350,USA,10958.5843,14.4532288,3,2,3,System performance degraded due to overheating; mitigation via software patch. sensor replaced urgent inspection needed
MD03345,MRI Scanner,3/12/2014,11,CardioSync,Model-550,USA,1906.912772,2.547097998,2,2,1,System performance degraded due to sensor misalignment; mitigation via inspection. log cleaned routine reset
MD02521,Infusion Pump,4/25/2021,4,UltraMed,Model-650,Japan,24994.32227,5.274756241,4,2,3,System performance degraded due to voltage spike; mitigation via software patch. data loss critical malfunction
MD01878,PET Scanner,4/15/2017,8,CardioSync,Model-150,UK,17035.43393,17.33536114,3,2,3,battery wear caused operational delay; component upgrade initiated. sensor replaced critical failure
MD03303,Defibrillator,6/10/2021,4,CardioSync,Model-650,Japan,6802.125818,13.98848709,1,2,2,System performance degraded due to circuit failure; mitigation via replacement. component issue component review
MD00814,Defibrillator,4/6/2018,7,CardioSync,Model-350,USA,30779.08678,30.1735508,5,6,3,System performance degraded due to overheating; mitigation via component upgrade. data loss urgent inspection needed
MD00661,Infusion Pump,4/19/2018,7,MedEquip,Model-200,USA,6264.201779,8.508506917,4,0,1,Routine check completed; sensor misalignment observed during diagnostics. log cleaned routine reset
MD02364,Defibrillator,4/11/2014,11,ScanPro,Model-500,Italy,5329.117047,5.269318337,4,1,1,voltage spike caused operational delay; recalibration initiated. software reset temporary glitch
MD01524,MRI Scanner,1/21/2024,1,CardioSync,Model-500,UK,9149.45281,5.786600294,1,2,2,System performance degraded due to abnormal sound; mitigation via system reset. driver update device required inspection
MD04135,CT Scanner,4/25/2021,4,MedEquip,Model-550,Japan,4972.048158,5.630839543,1,2,1,System performance degraded due to circuit failure; mitigation via software patch. quick fix routine reset
MD00232,Defibrillator,7/31/2016,9,ScanPro,Model-500,USA,3318.900742,7.990513042,3,0,1,Routine check completed; battery wear observed during diagnostics. quick fix low priority fault
MD00488,PET Scanner,12/15/2016,9,ScanPro,Model-650,USA,10456.15414,4.033510317,5,3,2,System performance degraded due to battery wear; mitigation via component upgrade. moderate delay average severity report
MD02105,CT Scanner,9/22/2021,4,MedEquip,Model-100,USA,7710.975535,21.78313295,3,1,3,System performance degraded due to voltage spike; mitigation via recalibration. sensor replaced critical failure
MD04768,MRI Scanner,12/14/2019,6,ImagingTech,Model-500,Italy,18783.71599,2.991413178,3,2,2,data lag caused operational delay; component upgrade initiated. component issue driver update applied
MD02679,CT Scanner,8/5/2018,7,MedEquip,Model-400,USA,8052.374111,2.48804745,5,5,1,software crash caused operational delay; recalibration initiated. software reset temporary glitch
MD03570,PET Scanner,5/31/2019,6,CardioSync,Model-150,Italy,5930.858852,9.462793603,5,2,2,battery wear caused operational delay; system reset initiated. driver update non-critical warning
MD01530,PET Scanner,8/4/2019,6,ImagingTech,Model-150,USA,12832.07513,3.589650773,5,2,2,overheating caused operational delay; inspection initiated. component issue performance warning
MD05037,Infusion Pump,6/14/2017,8,RescueTech,Model-450,France,13300.24868,17.77795555,3,3,3,System performance degraded due to abnormal sound; mitigation via system reset. data loss urgent inspection needed
MD00423,MRI Scanner,3/7/2024,1,ScanPro,Model-200,USA,11091.30902,16.54085137,2,2,2,System performance degraded due to voltage spike; mitigation via replacement. moderate delay component review
MD03156,Infusion Pump,10/11/2013,12,ImagingTech,Model-200,UK,13395.06087,21.46979273,4,3,3,abnormal sound caused operational delay; system reset initiated. critical failure critical malfunction
MD00883,CT Scanner,12/13/2019,6,MedEquip,Model-150,UK,4760.641696,8.081895885,2,0,2,Routine check completed; circuit failure observed during diagnostics. moderate delay driver update applied
MD01979,PET Scanner,5/30/2013,12,RescueTech,Model-350,France,7770.068948,10.15896366,2,2,2,data lag caused operational delay; system reset initiated. driver update component review
MD00045,Defibrillator,11/19/2019,6,RescueTech,Model-150,UK,2839.217229,12.24361836,1,2,2,System performance degraded due to data lag; mitigation via software patch. moderate delay driver update applied
MD01785,CT Scanner,6/15/2023,2,ScanPro,Model-250,UK,1685.829987,8.337412459,2,2,1,Routine check completed; software crash observed during diagnostics. quick fix minor issue
MD02131,X-Ray Machine,9/25/2013,12,UltraMed,Model-150,Canada,13817.92715,11.97268506,3,4,2,System performance degraded due to abnormal sound; mitigation via recalibration. moderate delay moderate delay
MD01609,PET Scanner,7/12/2020,5,ScanPro,Model-450,Italy,3317.087524,2.473239414,1,0,1,data lag caused operational delay; software patch initiated. minor issue routine reset
MD04934,PET Scanner,5/18/2022,3,CardioSync,Model-200,Canada,6665.443386,10.84954431,3,4,2,Routine check completed; software crash observed during diagnostics. driver update non-critical warning
MD02467,CT Scanner,8/24/2023,2,UltraMed,Model-100,USA,16464.05158,9.662510084,4,2,2,Component recalibration after detecting abnormal sound; functionality restored. reviewed logs device required inspection
MD02264,X-Ray Machine,12/17/2023,2,MedEquip,Model-450,Canada,14825.26838,3.937304396,5,1,3,Routine check completed; overheating observed during diagnostics. data loss urgent inspection needed
MD02440,CT Scanner,5/21/2016,9,UltraMed,Model-300,Japan,5384.614698,4.773730015,2,0,1,Routine check completed; voltage spike observed during diagnostics. software reset stable condition
MD00105,CT Scanner,8/30/2015,10,ImagingTech,Model-350,France,7765.854277,2.646463951,4,2,2,Component component upgrade after detecting software crash; functionality restored. driver update performance warning
MD02363,CT Scanner,8/5/2017,8,MedEquip,Model-250,Italy,11266.01177,16.46844847,1,3,2,System performance degraded due to data lag; mitigation via system reset. moderate delay performance warning
MD05361,Infusion Pump,7/12/2015,10,CardioSync,Model-600,UK,12670.4624,10.41779007,3,2,2,Routine check completed; data lag observed during diagnostics. driver update average severity report
MD04340,Defibrillator,8/21/2019,6,ImagingTech,Model-600,Canada,1212.732133,8.298037676,1,1,1,System performance degraded due to voltage spike; mitigation via replacement. log cleaned system check passed
MD04834,PET Scanner,10/27/2022,3,RescueTech,Model-550,Japan,3354.344399,4.450873296,2,2,1,System performance degraded due to data lag; mitigation via software patch. software reset routine reset
MD04992,PET Scanner,8/13/2021,4,RescueTech,Model-350,France,9450.131326,4.805418421,1,0,1,Routine check completed; overheating observed during diagnostics. software reset low priority fault
MD01881,MRI Scanner,8/17/2019,6,MedEquip,Model-250,USA,6281.162783,12.2692729,5,0,3,System performance degraded due to voltage spike; mitigation via recalibration. sensor replaced urgent inspection needed
MD03234,X-Ray Machine,10/25/2022,3,ScanPro,Model-550,Japan,13826.07134,13.17438395,3,3,2,battery wear caused operational delay; inspection initiated. reviewed logs driver update applied
MD01826,CT Scanner,7/20/2013,12,ScanPro,Model-500,USA,9284.193219,7.044972678,4,1,2,System performance degraded due to battery wear; mitigation via system reset. reviewed logs average severity report
MD04381,MRI Scanner,10/14/2022,3,ImagingTech,Model-550,Canada,4941.667376,11.12639039,3,2,2,Component component upgrade after detecting battery wear; functionality restored. reviewed logs driver update applied
MD04955,MRI Scanner,9/29/2017,8,MedEquip,Model-200,Italy,20443.596,25.06047339,3,1,3,overheating caused operational delay; replacement initiated. sensor replaced critical malfunction
MD04069,PET Scanner,4/17/2022,3,MedEquip,Model-100,Canada,9784.74565,10.96465433,3,0,2,Routine check completed; voltage spike observed during diagnostics. moderate delay performance warning
MD03627,PET Scanner,7/21/2020,5,RescueTech,Model-450,Italy,6572.822345,9.36699949,1,1,2,Routine check completed; software crash observed during diagnostics. driver update average severity report
MD03149,Defibrillator,4/10/2020,5,CardioSync,Model-400,Canada,17328.75382,21.42852994,2,1,3,System performance degraded due to sensor misalignment; mitigation via replacement. sensor replaced critical failure
MD03709,CT Scanner,3/15/2018,7,ImagingTech,Model-250,France,12132.96355,11.23164761,4,2,2,Component software patch after detecting battery wear; functionality restored. component issue component review
MD04210,CT Scanner,12/13/2021,4,ImagingTech,Model-250,USA,3208.7674,12.41810587,3,2,3,Component system reset after detecting data lag; functionality restored. data loss hardware fault
MD02702,X-Ray Machine,7/3/2018,7,RescueTech,Model-600,UK,5757.591933,13.13243925,1,0,2,System performance degraded due to voltage spike; mitigation via software patch. driver update driver update applied
MD03036,Infusion Pump,7/20/2023,2,CardioSync,Model-400,France,7041.63121,12.91888167,3,0,2,Component replacement after detecting voltage spike; functionality restored. driver update non-critical warning
MD00026,Infusion Pump,10/13/2021,4,MedEquip,Model-450,Italy,4482.218887,5.524662597,5,0,1,System performance degraded due to data lag; mitigation via component upgrade. quick fix minor issue
MD03524,Defibrillator,5/25/2017,8,ScanPro,Model-500,Italy,15605.86668,12.79368508,5,1,3,System performance degraded due to data lag; mitigation via component upgrade. data loss emergency shutdown
MD01456,CT Scanner,3/31/2019,6,CardioSync,Model-650,Japan,27196.8704,13.55639023,1,4,3,overheating caused operational delay; component upgrade initiated. reboot failed urgent inspection needed
MD00889,Defibrillator,1/13/2017,8,ImagingTech,Model-500,UK,-396.7101701,1.91507613,2,2,1,Routine check completed; voltage spike observed during diagnostics. quick fix minor issue
MD02990,Defibrillator,1/7/2016,9,ImagingTech,Model-450,UK,23091.18603,14.32791122,3,2,3,Component replacement after detecting circuit failure; functionality restored. sensor replaced system crash
MD04654,MRI Scanner,3/22/2017,8,ImagingTech,Model-200,Japan,7510.180967,15.49953946,2,3,2,System performance degraded due to sensor misalignment; mitigation via inspection. component issue device required inspection
MD05086,Infusion Pump,4/1/2023,2,ScanPro,Model-600,Japan,11904.34591,9.857040168,1,0,3,System performance degraded due to battery wear; mitigation via system reset. reboot failed critical malfunction
MD01916,X-Ray Machine,5/26/2021,4,RescueTech,Model-450,USA,-111.6331605,7.826922897,3,1,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. log cleaned routine reset
MD00492,Defibrillator,8/2/2017,8,RescueTech,Model-200,Italy,17643.49537,3.035794565,1,3,2,voltage spike caused operational delay; component upgrade initiated. component issue performance warning
MD02858,Defibrillator,12/8/2014,11,RescueTech,Model-500,Japan,19683.17438,28.80223921,2,1,3,Routine check completed; sensor misalignment observed during diagnostics. data loss system crash
MD05092,Defibrillator,8/28/2023,2,ImagingTech,Model-550,France,5025.340971,10.09081615,5,1,1,overheating caused operational delay; component upgrade initiated. software reset minor issue
MD00761,Defibrillator,3/26/2017,8,ImagingTech,Model-300,UK,10109.74802,12.05742856,1,0,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs component review
MD04937,Infusion Pump,11/10/2016,9,ImagingTech,Model-150,USA,11729.14316,21.99584258,2,2,3,System performance degraded due to abnormal sound; mitigation via software patch. sensor replaced system crash
MD02434,X-Ray Machine,6/29/2015,10,RescueTech,Model-550,UK,3779.866472,3.15503828,4,2,2,System performance degraded due to battery wear; mitigation via firmware update. driver update moderate delay
MD00952,X-Ray Machine,9/2/2017,8,CardioSync,Model-650,Japan,7427.820662,8.558655866,2,2,2,Component system reset after detecting circuit failure; functionality restored. driver update moderate delay
